post_id,video_duration,video_fps,video_frame_count,video_width,video_height,video_aspect_ratio,video_resolution,video_motion_mean,video_motion_std,video_motion_max,video_motion_pacing,video_scene_changes,video_scene_change_rate,video_brightness_mean,video_brightness_std,video_brightness_range,video_color_variation,video_edge_complexity_mean,video_edge_complexity_std,video_optical_flow_mean,video_optical_flow_max
3471125521550049781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3471125521550108093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3471125521592214688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3471125521852189494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3469680414221173756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463069649129334900,32.4,30.0,972.0,720.0,1280.0,0.5625,921600.0,60.41495258246528,9.809506134524742,91.14469509548611,11.649483544360633,2.0,0.0617283950617284,136.04564649137544,35.78964039225849,217.34471571180555,52.822859155266556,10.042017389112905,6.919609592246127,7.630309104919434,11.101340293884277
3463063865016263465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463063865024690492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463063865041448753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463063865158871713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463063865159003573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463063865309808903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3448075092222430710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3440000934213184576,163.6746565038612,29.913,4896.0,720.0,1280.0,0.5625,921600.0,53.39387018952547,13.102033430597393,86.04486545138889,11.54154727161159,2.0,0.01221936274509804,113.30263608870969,14.859220521454395,98.21262478298611,55.003615496444574,35.51448200184812,17.584685689894577,12.064249038696289,18.99732208251953
3437835906965928903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437363197278432684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437363197278579860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437363197278664222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437363197286913688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437363197286920629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3436643505555418814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427273800155785819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427274330206829064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424340422485969547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424340422653788799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424340422653842928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424340422729363118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424340422771256573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422761670824152757,180.0,30.0,5400.0,720.0,1280.0,0.5625,921600.0,57.505174359434875,32.206439838655676,155.57968424479168,24.006986529637896,3.0,0.016666666666666666,126.55268898292825,34.29013994923896,159.96546657986113,65.59144327672522,13.685046115451389,4.782510106511085,8.205677032470703,12.770813941955566
3419622382481569685,55.766666666666666,30.0,1673.0,720.0,1280.0,0.5625,921600.0,63.39323343460647,12.90846280696063,93.66952690972222,12.977050182590997,2.0,0.03586371787208607,135.30209120883737,17.64975059039311,108.02671657986112,49.081548693841924,30.412330939180112,14.210730210953614,10.522804260253906,12.401955604553223
3411811524296761750,34.766666666666666,30.0,1043.0,720.0,1280.0,0.5625,921600.0,41.7484994212963,32.702742916872644,148.862568359375,25.15108162715517,1.0,0.028763183125599234,136.23756342405912,38.64670933535488,163.80136067708332,35.18308982674118,10.340068989415323,9.503750169096307,7.87132453918457,11.146749496459961
3411044216242585983,69.33333333333333,30.0,2080.0,720.0,1280.0,0.5625,921600.0,34.55333438223379,23.19632631429077,98.20206922743056,20.21033962673611,1.0,0.014423076923076924,76.39403782342069,40.81716201256363,155.8668435329861,54.4655994744679,9.959670068884408,6.154244499654893,7.615335464477539,20.02269744873047
3408365708835949646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399607954587610398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3396550941569845500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392127920872358890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389403999178019890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3385040656514165450,38.93333333333333,30.0,1168.0,720.0,1280.0,0.5625,921600.0,45.36762420428241,18.96317400804936,78.87789822048612,22.623383583273466,0.0,0.0,131.66603858646954,10.517878653905523,34.72326714409722,53.15611902980761,27.81049122143817,15.21505025776744,15.018310546875,23.398393630981445
3384800331703116471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384800331703152977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384246404972555356,133.6,30.0,4008.0,720.0,1280.0,0.5625,921600.0,48.60861490885417,25.46880571437553,129.21116319444445,12.25356314355843,1.0,0.0074850299401197605,122.71456775733647,23.87597215289683,133.51760850694444,53.74216479566416,20.673622311827963,6.448805105784328,9.718968391418457,12.074344635009766
3382701419706145830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382699513654989693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382699513663391328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382699513805858714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379424555843555915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379424555860311157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379424555969326333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379424556002947222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379424556003019626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373424053905385438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372928471973576541,14.833425110132158,29.056,431.0,720.0,1280.0,0.5625,921600.0,42.998587745949074,17.565432296065943,96.5811013454861,15.784500306812738,1.0,0.067415313225058,123.49142179099462,26.093665467195628,92.232529296875,64.2427746018832,19.562817120295698,11.914449478474355,12.042671203613281,21.300006866455078
