post_id,account,emoji_count,unique_emoji_count,emoji_diversity,emoji_at_start,emoji_at_end,emoji_density,exclamation_count,question_count,all_caps_count,all_caps_ratio,multi_punct_count,cta_keyword_count,positive_word_count,negative_word_count,sentiment_polarity,sentiment_strength
3293132230599847767,fst_unja,0,0,0.0,0,0,0.0,1,0,9,0.059602649006622516,0,0,3,0,1.0,3
3297253099517386698,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.0970873786407767,0,0,0,0,0.0,0
3297253099517386698,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.0970873786407767,0,0,0,0,0.0,0
3297253099517386698,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.0970873786407767,0,0,0,0,0.0,0
3297253099517386698,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.0970873786407767,0,0,0,0,0.0,0
3297253099517386698,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.0970873786407767,0,0,0,0,0.0,0
3301006103026554492,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.09174311926605505,0,0,1,0,1.0,1
3301006103026554492,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.09174311926605505,0,0,1,0,1.0,1
3301006103026554492,fst_unja,0,0,0.0,0,0,0.0,0,0,10,0.09174311926605505,0,0,1,0,1.0,1
3301722451234862288,fst_unja,0,0,0.0,0,0,0.0,0,0,12,0.1111111111111111,0,0,0,1,-1.0,1
3301722451234862288,fst_unja,0,0,0.0,0,0,0.0,0,0,12,0.1111111111111111,0,0,0,1,-1.0,1
3301722451234862288,fst_unja,0,0,0.0,0,0,0.0,0,0,12,0.1111111111111111,0,0,0,1,-1.0,1
3302354377155258929,fst_unja,3,3,1.5849625002883474,0,0,0.5882352941176471,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302398887981503114,fst_unja,3,3,1.5849625002883474,0,0,0.5893909626719057,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302422195619798937,fst_unja,3,3,1.5849625002883474,0,0,0.6122448979591837,0,1,2,0.03508771929824561,0,1,0,0,0.0,0
3302431768707734530,fst_unja,4,4,1.9999999994229218,0,0,0.7874015748031495,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302451955792251037,fst_unja,3,3,1.5849625002883474,0,0,0.594059405940594,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302457955953850183,fst_unja,2,2,0.9999999997114609,0,0,0.39215686274509803,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302512017696912714,fst_unja,3,3,1.5849625002883474,0,0,0.5825242718446602,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302517380324421338,fst_unja,3,3,1.5849625002883474,0,0,0.5859375,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302520808303789875,fst_unja,3,3,1.5849625002883474,0,0,0.6012024048096193,0,1,2,0.034482758620689655,0,1,0,0,0.0,0
3302548152632506184,fst_unja,3,3,1.5849625002883474,0,0,0.5882352941176471,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302590186890211331,fst_unja,3,3,1.5849625002883474,0,0,0.6060606060606061,0,1,2,0.03508771929824561,0,1,0,0,0.0,0
3302593294106248815,fst_unja,3,3,1.5849625002883474,0,0,0.5976095617529881,0,1,2,0.03508771929824561,0,1,0,0,0.0,0
3302602862018417010,fst_unja,3,3,1.5849625002883474,0,0,0.5836575875486382,0,1,2,0.03389830508474576,0,1,0,0,0.0,0
3302606504804750719,fst_unja,3,3,1.5849625002883474,0,0,0.591715976331361,0,1,2,0.034482758620689655,0,1,0,0,0.0,0
3310239142675830821,fst_unja,5,5,2.3219280941660148,1,0,1.0438413361169103,0,0,1,0.016129032258064516,0,0,2,0,1.0,2
3321962818978748408,fst_unja,3,3,1.5849625002883474,0,0,0.7425742574257426,0,0,1,0.019230769230769232,0,0,2,0,1.0,2
3331596616389607969,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.5181347150259068,1,0,0,0.0,0,0,0,0,0.0,0
3339624308539939011,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.1034126163391934,1,0,4,0.032,0,0,0,0,0.0,0
3339624308539939011,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.1034126163391934,1,0,4,0.032,0,0,0,0,0.0,0
3339624308539939011,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.1034126163391934,1,0,4,0.032,0,0,0,0,0.0,0
3339624308539939011,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.1034126163391934,1,0,4,0.032,0,0,0,0,0.0,0
3339624308539939011,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.1034126163391934,1,0,4,0.032,0,0,0,0,0.0,0
3342159481857100330,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.19723865877712032,0,0,0,0.0,0,0,1,3,-0.5,4
3350847526923908503,fst_unja,3,3,1.5849625002883474,1,0,0.6928406466512702,0,0,1,0.017857142857142856,0,0,1,0,1.0,1
3354401686130431256,fst_unja,1,1,-1.4426951601859516e-10,0,0,0.186219739292365,0,0,2,0.027777777777777776,0,0,0,0,0.0,0
