post_id,account,face_count,has_faces,dominant_r,dominant_g,dominant_b,brightness,saturation,color_variance,aspect_ratio,resolution,file_size_kb,is_portrait,is_landscape,is_square
2878344156596336116,fst_unja,0,0,88,150,184,135,162,82.06,0.8,2592000,138.0,1,0,0
2884136887738184059,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2884136887738184059,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2884136887738184059,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2884136887738184059,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2884136887738184059,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886252758866641631,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886609407590582811,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886609407590582811,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2886609407590582811,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2887856721466384149,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2892035413201910993,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2892035413201910993,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2899470170126447353,fst_unja,28,1,136,131,137,133,71,71.6,1.0,2073600,309.27,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2900938699388589328,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2902394327936222937,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2902394327936222937,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2902394327936222937,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2902394327936222937,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2902394327936222937,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2907424298454707931,fst_unja,1,1,140,151,162,149,78,75.04,0.8,1458000,122.35,1,0,0
2911792958287831959,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911792958287831959,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911792958287831959,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911792958287831959,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911798368797403224,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911798368797403224,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911798368797403224,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2911798368797403224,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2929738928329884654,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2929738928329884654,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2929738928329884654,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2929738928329884654,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2935689569371737281,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2935689569371737281,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2935689569371737281,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2935689569371737281,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2947056790417467761,fst_unja,2,1,97,122,157,118,131,87.26,1.0,1166400,127.48,0,0,1
2952352013344220536,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2952352013344220536,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2952352013344220536,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2952352013344220536,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2952352013344220536,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2961630267548809717,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2961630267548809717,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2961630267548809717,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2961630267548809717,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2961630267548809717,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2966899262979905130,fst_unja,7,1,78,95,141,95,138,56.52,1.0,1638400,211.08,0,0,1
2967393680027684757,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2967393680027684757,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2972505050251360366,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2972505050251360366,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2972505050251360366,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2972505050251360366,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2977721233875621262,fst_unja,1,1,92,115,148,112,122,86.88,1.0,1166400,121.54,0,0,1
2982871168627407468,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2982871168627407468,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2982871168627407468,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2982871168627407468,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2984913545131111064,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2984913545131111064,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2984913545131111064,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2984913545131111064,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2984913545131111064,fst_unja,0,0,128,128,128,128,0,0.0,1.0,0,0.0,0,0,1
2992869138227620204,fst_unja,1,1,119,120,115,119,70,92.66,1.0,1166400,168.77,0,0,1
2998641783732601082,fst_unja,1,1,124,105,82,108,91,62.1,0.562,921600,54017.21,1,0,0
2999455834490653230,fst_unja,9,1,142,131,120,133,56,62.76,1.0,2073600,213.55,0,0,1
